,time_series_code,date,value,cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code
10220,ESTIMATE_VACANT_MW,2015-07-01,3444,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,VACANT
10221,ESTIMATE_YRVAC_MW,2015-07-01,2673,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,YRVAC
10222,ESTIMATE_SEASON_MW,2015-07-01,770,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SEASON
10223,ESTIMATE_RENT_MW,2015-07-01,725,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RENT
10224,ESTIMATE_SALE_MW,2015-07-01,322,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SALE
10225,ESTIMATE_RNTSLD_MW,2015-07-01,292,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTSLD
10226,ESTIMATE_OFFMAR_MW,2015-07-01,1333,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OFFMAR
10227,ESTIMATE_OCCUSE_MW,2015-07-01,193,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCCUSE
10228,ESTIMATE_URE_MW,2015-07-01,231,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,URE
10229,ESTIMATE_OTH_MW,2015-07-01,909,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OTH
10230,ESTIMATE_TOTAL_SO,2015-07-01,51689,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,TOTAL
10231,ESTIMATE_OCC_SO,2015-07-01,43901,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCC
10232,ESTIMATE_OWNOCC_SO,2015-07-01,28692,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OWNOCC
10233,ESTIMATE_RNTOCC_SO,2015-07-01,15209,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTOCC
10234,ESTIMATE_VACANT_SO,2015-07-01,7788,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,VACANT
10235,ESTIMATE_YRVAC_SO,2015-07-01,5913,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,YRVAC
10236,ESTIMATE_SEASON_SO,2015-07-01,1875,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SEASON
10237,ESTIMATE_RENT_SO,2015-07-01,1578,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RENT
10238,ESTIMATE_SALE_SO,2015-07-01,607,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SALE
10239,ESTIMATE_RNTSLD_SO,2015-07-01,468,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTSLD
10240,ESTIMATE_OFFMAR_SO,2015-07-01,3259,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OFFMAR
10241,ESTIMATE_OCCUSE_SO,2015-07-01,944,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCCUSE
10242,ESTIMATE_URE_SO,2015-07-01,528,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,URE
10243,ESTIMATE_OTH_SO,2015-07-01,1787,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OTH
10244,ESTIMATE_TOTAL_WE,2015-07-01,29420,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,TOTAL
10245,ESTIMATE_OCC_WE,2015-07-01,26226,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCC
10246,ESTIMATE_OWNOCC_WE,2015-07-01,15397,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OWNOCC
10247,ESTIMATE_RNTOCC_WE,2015-07-01,10829,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTOCC
10248,ESTIMATE_VACANT_WE,2015-07-01,3194,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,VACANT
10249,ESTIMATE_YRVAC_WE,2015-07-01,2401,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,YRVAC
10250,ESTIMATE_SEASON_WE,2015-07-01,793,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SEASON
10251,ESTIMATE_RENT_WE,2015-07-01,603,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RENT
10252,ESTIMATE_SALE_WE,2015-07-01,235,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SALE
10253,ESTIMATE_RNTSLD_WE,2015-07-01,208,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTSLD
10254,ESTIMATE_OFFMAR_WE,2015-07-01,1354,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OFFMAR
10255,ESTIMATE_OCCUSE_WE,2015-07-01,597,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCCUSE
10256,ESTIMATE_URE_WE,2015-07-01,268,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,URE
10257,ESTIMATE_OTH_WE,2015-07-01,490,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OTH
10277,ESTIMATE_TOTAL_US,2015-10-01,135091,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,TOTAL
10278,ESTIMATE_OCC_US,2015-10-01,117862,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCC
10279,ESTIMATE_OWNOCC_US,2015-10-01,75249,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OWNOCC
10280,ESTIMATE_RNTOCC_US,2015-10-01,42613,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTOCC
10281,ESTIMATE_VACANT_US,2015-10-01,17229,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,VACANT
10282,ESTIMATE_YRVAC_US,2015-10-01,13024,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,YRVAC
10283,ESTIMATE_SEASON_US,2015-10-01,4204,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SEASON
10284,ESTIMATE_RENT_US,2015-10-01,3236,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RENT
10285,ESTIMATE_SALE_US,2015-10-01,1447,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SALE
10286,ESTIMATE_RNTSLD_US,2015-10-01,1015,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTSLD
10287,ESTIMATE_OFFMAR_US,2015-10-01,7326,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OFFMAR
10288,ESTIMATE_OCCUSE_US,2015-10-01,2027,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCCUSE
10289,ESTIMATE_URE_US,2015-10-01,1417,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,URE
10290,ESTIMATE_OTH_US,2015-10-01,3883,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OTH
10291,ESTIMATE_TOTAL_NE,2015-10-01,23909,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,TOTAL
10292,ESTIMATE_OCC_NE,2015-10-01,20841,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OCC
10293,ESTIMATE_OWNOCC_NE,2015-10-01,12831,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OWNOCC
10294,ESTIMATE_RNTOCC_NE,2015-10-01,8010,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTOCC
10295,ESTIMATE_VACANT_NE,2015-10-01,3068,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,VACANT
10296,ESTIMATE_YRVAC_NE,2015-10-01,2213,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,YRVAC
10297,ESTIMATE_SEASON_NE,2015-10-01,855,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SEASON
10298,ESTIMATE_RENT_NE,2015-10-01,472,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RENT
10299,ESTIMATE_SALE_NE,2015-10-01,268,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SALE
10300,ESTIMATE_RNTSLD_NE,2015-10-01,171,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTSLD
10301,ESTIMATE_OFFMAR_NE,2015-10-01,1302,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OFFMAR
10302,ESTIMATE_OCCUSE_NE,2015-10-01,339,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OCCUSE
10303,ESTIMATE_URE_NE,2015-10-01,309,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,URE
10304,ESTIMATE_OTH_NE,2015-10-01,654,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OTH
10305,ESTIMATE_TOTAL_MW,2015-10-01,29889,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,TOTAL
10306,ESTIMATE_OCC_MW,2015-10-01,26387,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCC
10307,ESTIMATE_OWNOCC_MW,2015-10-01,17971,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OWNOCC
10308,ESTIMATE_RNTOCC_MW,2015-10-01,8417,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTOCC
10309,ESTIMATE_VACANT_MW,2015-10-01,3502,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,VACANT
10310,ESTIMATE_YRVAC_MW,2015-10-01,2616,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,YRVAC
10311,ESTIMATE_SEASON_MW,2015-10-01,886,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SEASON
10312,ESTIMATE_RENT_MW,2015-10-01,636,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RENT
10313,ESTIMATE_SALE_MW,2015-10-01,319,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SALE
10314,ESTIMATE_RNTSLD_MW,2015-10-01,214,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTSLD
10315,ESTIMATE_OFFMAR_MW,2015-10-01,1446,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OFFMAR
10316,ESTIMATE_OCCUSE_MW,2015-10-01,247,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCCUSE
10317,ESTIMATE_URE_MW,2015-10-01,265,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,URE
10318,ESTIMATE_OTH_MW,2015-10-01,934,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OTH
10319,ESTIMATE_TOTAL_SO,2015-10-01,51816,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,TOTAL
10320,ESTIMATE_OCC_SO,2015-10-01,44255,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCC
10321,ESTIMATE_OWNOCC_SO,2015-10-01,28879,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OWNOCC
10322,ESTIMATE_RNTOCC_SO,2015-10-01,15375,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTOCC
10323,ESTIMATE_VACANT_SO,2015-10-01,7561,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,VACANT
10324,ESTIMATE_YRVAC_SO,2015-10-01,5884,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,YRVAC
10325,ESTIMATE_SEASON_SO,2015-10-01,1676,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SEASON
10326,ESTIMATE_RENT_SO,2015-10-01,1569,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RENT
10327,ESTIMATE_SALE_SO,2015-10-01,616,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SALE
10328,ESTIMATE_RNTSLD_SO,2015-10-01,432,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTSLD
10329,ESTIMATE_OFFMAR_SO,2015-10-01,3267,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OFFMAR
10330,ESTIMATE_OCCUSE_SO,2015-10-01,889,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCCUSE
10331,ESTIMATE_URE_SO,2015-10-01,567,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,URE
10332,ESTIMATE_OTH_SO,2015-10-01,1812,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OTH
10333,ESTIMATE_TOTAL_WE,2015-10-01,29477,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,TOTAL
10334,ESTIMATE_OCC_WE,2015-10-01,26379,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCC
10335,ESTIMATE_OWNOCC_WE,2015-10-01,15568,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OWNOCC
10336,ESTIMATE_RNTOCC_WE,2015-10-01,10811,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTOCC
10337,ESTIMATE_VACANT_WE,2015-10-01,3098,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,VACANT
10338,ESTIMATE_YRVAC_WE,2015-10-01,2311,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,YRVAC
10339,ESTIMATE_SEASON_WE,2015-10-01,787,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SEASON
10340,ESTIMATE_RENT_WE,2015-10-01,559,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RENT
10341,ESTIMATE_SALE_WE,2015-10-01,244,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SALE
10342,ESTIMATE_RNTSLD_WE,2015-10-01,197,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTSLD
10343,ESTIMATE_OFFMAR_WE,2015-10-01,1311,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OFFMAR
10344,ESTIMATE_OCCUSE_WE,2015-10-01,552,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCCUSE
10345,ESTIMATE_URE_WE,2015-10-01,276,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,URE
10346,ESTIMATE_OTH_WE,2015-10-01,483,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OTH
10366,ESTIMATE_TOTAL_US,2016-01-01,135318,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,TOTAL
10367,ESTIMATE_OCC_US,2016-01-01,117624,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCC
10368,ESTIMATE_OWNOCC_US,2016-01-01,74728,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OWNOCC
10369,ESTIMATE_RNTOCC_US,2016-01-01,42896,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTOCC
10370,ESTIMATE_VACANT_US,2016-01-01,17695,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,VACANT
10371,ESTIMATE_YRVAC_US,2016-01-01,13133,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,YRVAC
10372,ESTIMATE_SEASON_US,2016-01-01,4561,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SEASON
10373,ESTIMATE_RENT_US,2016-01-01,3270,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RENT
10374,ESTIMATE_SALE_US,2016-01-01,1312,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SALE
10375,ESTIMATE_RNTSLD_US,2016-01-01,969,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTSLD
10376,ESTIMATE_OFFMAR_US,2016-01-01,7579,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OFFMAR
10377,ESTIMATE_OCCUSE_US,2016-01-01,2086,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCCUSE
10378,ESTIMATE_URE_US,2016-01-01,1571,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,URE
10379,ESTIMATE_OTH_US,2016-01-01,3924,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OTH
10380,ESTIMATE_TOTAL_NE,2016-01-01,23926,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,TOTAL
